_id,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
6384b0f15cf8afb9bcf11ce8,2020,2020,CA,California,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,10.3,10.3,,,6.9,15.2,Race/Ethnicity,Hispanic,,,,,,6,AST,AST1_2,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11ce9,2020,2020,GA,Georgia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,38.2,38.2,,,26.7,51.1,Gender,Male,,,,,,13,AST,AST5_1,CRDPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11cec,2020,2020,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.7,14.7,,,10.3,20.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,8,AST,AST1_1,AGEADJPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11ced,2020,2020,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,76.9,76.9,,,54.5,90.2,Race/Ethnicity,"White, non-Hispanic",,,,,,2,AST,AST6_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11cee,2020,2020,CT,Connecticut,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,59.9,59.9,,,52.8,66.7,Race/Ethnicity,"White, non-Hispanic",,,,,,9,AST,AST5_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11cef,2020,2020,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.5,11.5,,,9.8,13.5,Gender,Female,,,,,,5,AST,AST1_1,CRDPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11cf0,2020,2020,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,34,34,,,28.9,39.4,Overall,Overall,,,,,,4,AST,AST6_1,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11cf3,2020,2020,GA,Georgia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,73.3,73.3,,,63.6,81.2,Race/Ethnicity,"White, non-Hispanic",,,,,,13,AST,AST5_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11cf4,2020,2020,CA,California,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,86.8,86.8,,,74.9,93.6,Race/Ethnicity,"White, non-Hispanic",,,,,,6,AST,AST5_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11cf6,2020,2020,GA,Georgia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.2,13.2,,,8.4,20,Race/Ethnicity,"Other, non-Hispanic",,,,,,13,AST,AST1_1,AGEADJPREV,RACE,OTH,,,,
6384b0f15cf8afb9bcf11cf7,2020,2020,GA,Georgia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.6,6.6,,,5.4,8.1,Gender,Male,,,,,,13,AST,AST1_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11cf8,2020,2020,FL,Florida,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,33,33,,,26.7,40.1,Overall,Overall,,,,,,12,AST,AST5_1,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11cfe,2020,2020,CO,Colorado,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,83.9,83.9,,,73,91,Gender,Male,,,,,,8,AST,AST5_2,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d00,2020,2020,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,42.4,42.4,,,23,64.5,Gender,Male,,,,,,2,AST,AST5_1,CRDPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d04,2020,2020,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,60.1,60.1,,,40,77.3,Race/Ethnicity,"White, non-Hispanic",,,,,,2,AST,AST5_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d05,2020,2020,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,42.8,42.8,,,29.1,57.6,Gender,Male,,,,,,5,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d06,2020,2020,DC,District of Columbia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,31,31,,,24,39.1,Overall,Overall,,,,,,11,AST,AST6_1,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d08,2020,2020,CA,California,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,86.8,86.8,,,76.7,93,Race/Ethnicity,"White, non-Hispanic",,,,,,6,AST,AST6_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d0c,2020,2020,CA,California,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,36.2,36.2,,,29.1,43.9,Overall,Overall,,,,,,6,AST,AST6_1,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d0f,2020,2020,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,75.8,75.8,,,58.8,87.3,Gender,Male,,,,,,5,AST,AST5_2,CRDPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d12,2020,2020,CT,Connecticut,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,82.8,82.8,,,71.9,90.1,Race/Ethnicity,"White, non-Hispanic",,,,,,9,AST,AST6_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d13,2020,2020,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,8.4,8.4,,,6.2,11.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,4,AST,AST1_1,CRDPREV,RACE,OTH,,,,
6384b0f15cf8afb9bcf11d16,2020,2020,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.6,11.6,,,9.9,13.6,Gender,Female,,,,,,6,AST,AST1_1,AGEADJPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d17,2020,2020,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,34.3,34.3,,,27.2,42.2,Gender,Male,,,,,,4,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d18,2020,2020,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.3,16.3,,,9.2,27.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,6,AST,AST1_1,AGEADJPREV,RACE,MRC,,,,
6384b0f15cf8afb9bcf11d19,2020,2020,CT,Connecticut,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,22.2,22.2,,,13.2,34.9,Race/Ethnicity,Hispanic,,,,,,9,AST,AST6_1,AGEADJPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11d1a,2020,2020,GA,Georgia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,54.1,54.1,,,45.8,62.2,Race/Ethnicity,"White, non-Hispanic",,,,,,13,AST,AST5_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d1b,2020,2020,FL,Florida,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,34.4,34.4,,,26.1,43.8,Race/Ethnicity,"White, non-Hispanic",,,,,,12,AST,AST5_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d1d,2020,2020,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,12.9,12.9,,,11.6,14.4,Gender,Female,,,,,,9,AST,AST1_1,CRDPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d1e,2020,2020,CT,Connecticut,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,56.5,56.5,,,44.3,68,Race/Ethnicity,Hispanic,,,,,,9,AST,AST5_1,AGEADJPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11d1f,2020,2020,DC,District of Columbia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,78,78,,,68.3,85.3,Race/Ethnicity,"White, non-Hispanic",,,,,,11,AST,AST5_1,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d23,2020,2020,GA,Georgia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,25.6,25.6,,,16.6,37.3,Gender,Male,,,,,,13,AST,AST6_1,CRDPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d24,2020,2020,GA,Georgia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,69.2,69.2,,,59.5,77.4,Overall,Overall,,,,,,13,AST,AST5_2,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d25,2020,2020,AL,Alabama,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,11.5,11.5,,,8.6,15.3,Race/Ethnicity,"White, non-Hispanic",,,,,,1,AST,AST1_2,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d26,2020,2020,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.5,11.5,,,8.2,16,Race/Ethnicity,"Black, non-Hispanic",,,,,,5,AST,AST1_1,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d27,2020,2020,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,17.4,17.4,,,13.1,22.6,Race/Ethnicity,"Black, non-Hispanic",,,,,,10,AST,AST1_1,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d28,2020,2020,CO,Colorado,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,13,13,,,11.2,14.9,Overall,Overall,,,,,,8,AST,AST1_2,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d29,2020,2020,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,83.7,83.7,,,73.5,90.4,Race/Ethnicity,"White, non-Hispanic",,,,,,1,AST,AST6_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d2a,2020,2020,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,13,13,,,11,15.3,Gender,Female,,,,,,11,AST,AST1_1,CRDPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d2b,2020,2020,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,83.3,83.3,,,75.7,88.8,Race/Ethnicity,"White, non-Hispanic",,,,,,4,AST,AST6_2,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d2e,2020,2020,DE,Delaware,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,94,94,,,87.3,97.3,Race/Ethnicity,"White, non-Hispanic",,,,,,10,AST,AST6_2,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d30,2020,2020,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.5,6.5,,,4.4,9.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,AST,AST1_1,AGEADJPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d31,2020,2020,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,44.1,44.1,,,29.4,59.9,Gender,Male,,,,,,5,AST,AST6_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d32,2020,2020,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,9,9,,,8,10,Overall,Overall,,,,,,1,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d34,2020,2020,GA,Georgia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,9,9,,,8,10,Overall,Overall,,,,,,13,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d35,2020,2020,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,28.2,28.2,,,20.7,37,Gender,Male,,,,,,4,AST,AST6_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d36,2020,2020,DE,Delaware,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,31.4,31.4,,,18.3,48.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,10,AST,AST5_1,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d3a,2020,2020,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14,14,,,7.7,23.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,1,AST,AST1_1,AGEADJPREV,RACE,OTH,,,,
6384b0f15cf8afb9bcf11d3d,2020,2020,FL,Florida,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,26.4,26.4,,,14.3,43.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,AST,AST6_1,AGEADJPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d3e,2020,2020,GA,Georgia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,82.5,82.5,,,72.9,89.2,Race/Ethnicity,"White, non-Hispanic",,,,,,13,AST,AST6_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d3f,2020,2020,GA,Georgia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,84.1,84.1,,,77,89.3,Overall,Overall,,,,,,13,AST,AST6_2,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d41,2020,2020,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,69.9,69.9,,,58.2,79.4,Race/Ethnicity,"White, non-Hispanic",,,,,,1,AST,AST5_2,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d43,2020,2020,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.9,10.9,,,9.9,12.1,Overall,Overall,,,,,,9,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d44,2020,2020,CT,Connecticut,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,34.4,34.4,,,27.6,41.8,Race/Ethnicity,"White, non-Hispanic",,,,,,9,AST,AST6_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d49,2020,2020,AZ,Arizona,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,12.5,12.5,,,10.5,14.7,Overall,Overall,,,,,,4,AST,AST1_2,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d4a,2020,2020,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,10.6,10.6,,,9.5,11.7,Race/Ethnicity,"White, non-Hispanic",,,,,,4,AST,AST1_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d4b,2020,2020,CO,Colorado,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,39.6,39.6,,,34.4,45,Race/Ethnicity,"White, non-Hispanic",,,,,,8,AST,AST6_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d4d,2020,2020,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,46.7,46.7,,,38.7,54.9,Gender,Female,,,,,,1,AST,AST5_1,AGEADJPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d51,2020,2020,FL,Florida,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,28.3,28.3,,,15.5,45.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,AST,AST5_1,AGEADJPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d52,2020,2020,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,66.8,66.8,,,56.3,75.8,Overall,Overall,,,,,,1,AST,AST5_2,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d53,2020,2020,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11,11,,,7.9,15.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,9,AST,AST1_1,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11d54,2020,2020,DE,Delaware,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,74.9,74.9,,,61,85.1,Race/Ethnicity,"White, non-Hispanic",,,,,,10,AST,AST5_2,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d55,2020,2020,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,9.4,12.5,Overall,Overall,,,,,,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d56,2020,2020,DC,District of Columbia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,26.4,26.4,,,17.9,37.2,Race/Ethnicity,"White, non-Hispanic",,,,,,11,AST,AST6_1,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d57,2020,2020,DC,District of Columbia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,55.9,55.9,,,41.9,69.1,Gender,Male,,,,,,11,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d59,2020,2020,FL,Florida,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,9.4,9.4,,,7.2,12.2,Overall,Overall,,,,,,12,AST,AST1_2,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d5b,2020,2020,CT,Connecticut,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,57.7,57.7,,,50.3,64.8,Race/Ethnicity,"White, non-Hispanic",,,,,,9,AST,AST5_1,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d5f,2020,2020,DC,District of Columbia,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,12.6,12.6,,,9.7,16.2,Overall,Overall,,,,,,11,AST,AST1_2,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11d62,2020,2020,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,67.3,67.3,,,53.9,78.4,Race/Ethnicity,"White, non-Hispanic",,,,,,1,AST,AST5_2,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d65,2020,2020,GA,Georgia,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,45.9,45.9,,,38.1,53.9,Gender,Female,,,,,,13,AST,AST5_1,AGEADJPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d67,2020,2020,GA,Georgia,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,34.7,34.7,,,27.2,43.2,Gender,Female,,,,,,13,AST,AST6_1,AGEADJPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d68,2020,2020,GA,Georgia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.3,8.3,,,7.2,9.6,Race/Ethnicity,"White, non-Hispanic",,,,,,13,AST,AST1_1,AGEADJPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d69,2020,2020,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.4,9.4,,,8,11.1,Gender,Female,,,,,,12,AST,AST1_1,AGEADJPREV,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11d6a,2020,2020,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.1,7.1,,,6.1,8.1,Gender,Male,,,,,,4,AST,AST1_1,CRDPREV,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11d6b,2020,2020,FL,Florida,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,40.2,40.2,,,30.2,51.2,Race/Ethnicity,"White, non-Hispanic",,,,,,12,AST,AST6_1,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11d6c,2020,2020,AZ,Arizona,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,11.6,11.6,,,8.5,15.6,Race/Ethnicity,Hispanic,,,,,,4,AST,AST1_2,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11d71,2020,2020,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.3,7.3,,,5.7,9.2,Race/Ethnicity,Hispanic,,,,,,6,AST,AST1_1,CRDPREV,RACE,HIS,,,,
