_id,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
6384b0f15cf8afb9bcf1183b,2020,2020,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.8,5.8,,,3.7,8.0,Race/Ethnicity,"Other, non-Hispanic",,,,,,11,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1183c,2020,2020,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,2.0,3.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,9,MTH,MTH1_0,MEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1183d,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.5,4.5,,,4.0,5.0,Gender,Female,,,,,,10,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf1183e,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.9,2.9,,,2.2,3.6,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf1183f,2020,2020,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.9,18.9,,,10.2,32.3,Race/Ethnicity,Hispanic,,,,,,1,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11840,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,1.9,6.8,Race/Ethnicity,Hispanic,,,,,,2,MTH,MTH1_0,MEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf11841,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.6,4.2,Overall,Overall,,,,,,12,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11842,2020,2020,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.9,4.9,,,4.5,5.3,Gender,Female,,,,,,9,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11843,2020,2020,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,15.1,15.1,,,9.1,24.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,6,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11844,2020,2020,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.0,4.0,,,3.8,4.3,Overall,Overall,,,,,,6,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11845,2020,2020,AR,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,28.4,28.4,,,23.9,33.4,Overall,Overall,,,,,,5,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11846,2020,2020,CO,Colorado,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,23.4,23.4,,,15.8,33.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,8,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11847,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.7,6.7,,,4.5,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,12,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
6384b0f15cf8afb9bcf11848,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,3.3,4.2,Gender,Male,,,,,,13,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11849,2020,2020,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.8,4.9,Race/Ethnicity,Hispanic,,,,,,6,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf1184a,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.9,5.9,,,5.5,6.4,Gender,Female,,,,,,1,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf1184b,2020,2020,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.2,16.2,,,13.5,19.2,Overall,Overall,,,,,,6,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1184c,2020,2020,DC,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,20.7,20.7,,,16.9,25.1,Overall,Overall,,,,,,11,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1184d,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,3.3,6.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
6384b0f15cf8afb9bcf1184e,2020,2020,CT,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,9.9,9.9,,,5.5,17.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,9,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
6384b0f15cf8afb9bcf1184f,2020,2020,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.2,4.0,Gender,Male,,,,,,6,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11850,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.6,2.6,,,1.8,3.3,Race/Ethnicity,Hispanic,,,,,,10,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf11851,2020,2020,CO,Colorado,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.5,12.5,,,10.1,15.3,Race/Ethnicity,Hispanic,,,,,,8,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11852,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.6,4.6,Gender,Male,,,,,,5,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf11853,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,2.8,3.6,Race/Ethnicity,"White, non-Hispanic",,,,,,2,MTH,MTH1_0,MEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf11854,2020,2020,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.5,18.5,,,14.5,23.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,1,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11855,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.3,4.2,Race/Ethnicity,Hispanic,,,,,,4,MTH,MTH1_0,MEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf11856,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,2.5,5.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,2,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
6384b0f15cf8afb9bcf11857,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.8,5.8,,,3.1,8.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,5,MTH,MTH1_0,MEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf11858,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,4.6,5.6,Race/Ethnicity,"White, non-Hispanic",,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf11859,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,2.8,4.3,Race/Ethnicity,Hispanic,,,,,,12,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf1185a,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.3,5.3,,,4.6,5.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,1,MTH,MTH1_0,MEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf1185b,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.3,3.9,Gender,Male,,,,,,4,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf1185c,2020,2020,AR,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,24.6,24.6,,,21.2,28.4,Race/Ethnicity,"White, non-Hispanic",,,,,,5,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf1185e,2020,2020,GA,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,15.3,15.3,,,10.5,21.7,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf1185f,2020,2020,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.8,14.8,,,12.0,18.2,Race/Ethnicity,Hispanic,,,,,,6,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
6384b0f15cf8afb9bcf11860,2020,2020,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,4.0,4.4,Overall,Overall,,,,,,8,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11861,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.1,5.2,Race/Ethnicity,"White, non-Hispanic",,,,,,10,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf11862,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.5,5.5,,,5.0,5.9,Race/Ethnicity,"White, non-Hispanic",,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf11863,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.1,5.1,,,3.7,6.6,Race/Ethnicity,"Black, non-Hispanic",,,,,,4,MTH,MTH1_0,MEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf11864,2020,2020,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.3,5.3,,,5.0,5.6,Gender,Female,,,,,,8,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11865,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.5,6.5,,,3.9,9.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,1,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf11866,2020,2020,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,4.0,4.5,Overall,Overall,,,,,,9,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11867,2020,2020,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.1,3.9,Race/Ethnicity,Hispanic,,,,,,8,MTH,MTH1_0,MEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf11868,2020,2020,AZ,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,11.0,11.0,,,7.3,16.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,4,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
6384b0f15cf8afb9bcf11869,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.3,5.2,Race/Ethnicity,"White, non-Hispanic",,,,,,12,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf1186a,2020,2020,CT,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,19.3,19.3,,,16.2,22.8,Overall,Overall,,,,,,9,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1186b,2020,2020,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.0,4.0,,,3.4,4.5,Gender,Male,,,,,,11,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf1186c,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,2.9,4.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,4,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1186d,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,2.9,4.1,Gender,Male,,,,,,10,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
6384b0f15cf8afb9bcf1186e,2020,2020,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.0,3.7,Race/Ethnicity,Hispanic,,,,,,8,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf1186f,2020,2020,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.0,4.0,,,3.0,5.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,6,MTH,MTH1_0,MEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf11870,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.5,Race/Ethnicity,"White, non-Hispanic",,,,,,12,MTH,MTH1_0,MEAN,RACE,WHT,,,,
6384b0f15cf8afb9bcf11871,2020,2020,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.8,4.5,Overall,Overall,,,,,,12,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11872,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.3,5.3,,,4.6,5.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,1,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf11874,2020,2020,CT,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.0,14.0,,,9.2,20.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,9,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
6384b0f15cf8afb9bcf11875,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,2.7,4.6,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,MEAN,RACE,HIS,,,,
6384b0f15cf8afb9bcf11876,2020,2020,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,25.3,25.3,,,21.9,29.0,Overall,Overall,,,,,,1,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11877,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.6,5.6,,,4.5,6.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf11878,2020,2020,AZ,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,20.3,20.3,,,17.9,23.1,Race/Ethnicity,"White, non-Hispanic",,,,,,4,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
6384b0f15cf8afb9bcf11879,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,4.0,4.5,Overall,Overall,,,,,,4,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1187a,2020,2020,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.4,5.4,,,3.7,7.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,11,MTH,MTH1_0,MEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1187b,2020,2020,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,24.1,24.1,,,13.0,40.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,12,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
6384b0f15cf8afb9bcf1187c,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.2,5.2,,,4.8,5.6,Overall,Overall,,,,,,5,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1187d,2020,2020,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.3,5.3,,,4.1,6.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf1187e,2020,2020,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.3,5.3,,,4.6,6.0,Race/Ethnicity,"Black, non-Hispanic",,,,,,11,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf1187f,2020,2020,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.1,5.1,,,4.7,5.5,Gender,Female,,,,,,13,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11880,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.1,5.1,,,4.7,5.4,Overall,Overall,,,,,,1,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11881,2020,2020,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.3,2.3,,,1.8,2.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,6,MTH,MTH1_0,MEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf11882,2020,2020,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.2,6.2,,,5.7,6.7,Gender,Female,,,,,,1,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf11885,2020,2020,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.5,5.5,,,3.2,7.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,5,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf11886,2020,2020,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.5,13.5,,,10.0,17.9,Overall,Overall,,,,,,2,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf11888,2020,2020,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,2.8,4.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,9,MTH,MTH1_0,MEAN,RACE,BLK,,,,
6384b0f15cf8afb9bcf1188a,2020,2020,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.2,17.2,,,14.2,20.7,Overall,Overall,,,,,,12,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
6384b0f15cf8afb9bcf1188b,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.6,2.6,,,1.5,3.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,10,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1188d,2020,2020,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.5,2.5,,,1.4,3.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,10,MTH,MTH1_0,MEAN,RACE,OTH,,,,
6384b0f15cf8afb9bcf1188e,2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,4.6,5.3,Gender,Female,,,,,,4,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
6384b0f15cf8afb9bcf1188f,2020,2020,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,2.8,4.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,9,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
